-10.00149973	0.93534700
-10.00049973	0.84184300
-9.99949973	0.74833910
-9.99849973	0.56133120
-9.99749973	0.37401570
-9.99649973	0.18700790
-9.99549973	0.09350394
-9.99449973	0.00000000
-9.99349973	-0.28051180
-9.99249973	-0.37401570
-9.99149973	-0.56133120
-9.99049973	-0.65483520
-9.98949973	-0.84184300
-9.98849973	-1.02915800
-9.98749973	-1.21616600
-9.98649973	-1.30967000
-9.98549973	-1.49698600
-9.98449973	-1.68399400
-9.98349973	-1.77749800
-9.98249973	-1.87100100
-9.98149973	-1.96450500
-9.98049973	-2.15182100
-9.97949973	-2.33882900
-9.97849973	-2.43233300
-9.97749973	-2.52614400
-9.97649973	-2.61964800
-9.97549973	-2.71315200
-9.97449973	-2.80665600
-9.97349973	-2.80665600
-9.97249973	-2.99397100
-9.97149973	-2.99397100
-9.97049973	-2.99397100
-9.96949973	-3.08747500
-9.96849973	-3.18097900
-9.96749973	-3.08747500
-9.96649973	-3.08747500
-9.96549973	-3.08747500
-9.96449973	-3.08747500
-9.96349973	-3.08747500
-9.96249973	-3.08747500
-9.96149973	-2.99397100
-9.96049973	-2.99397100
-9.95949973	-2.90016000
-9.95849973	-2.80665600
-9.95749973	-2.71315200
-9.95649973	-2.71315200
-9.95549973	-2.52614400
-9.95449973	-2.43233300
-9.95349973	-2.33882900
-9.95249973	-2.24532500
-9.95149973	-2.05831700
-9.95049973	-1.87100100
-9.94949973	-1.68399400
-9.94849973	-1.59049000
-9.94749973	-1.40317400
-9.94649973	-1.12266200
-9.94549973	-0.93534700
-9.94449973	-0.74833910
-9.94349973	-0.56133120
-9.94249973	-0.28051180
-9.94149973	-0.09350394
-9.94049973	0.09350394
-9.93949973	0.28051180
-9.93849973	0.56133120
-9.93749973	0.74833910
-9.93649973	1.02915800
-9.93549973	1.30967000
-9.93449973	1.49698600
-9.93349973	1.77749800
-9.93249973	1.96450500
-9.93149973	2.15182100
-9.93049973	2.33882900
-9.92949973	2.52614400
-9.92849973	2.71315200
-9.92749973	2.90016000
-9.92649973	3.08747500
-9.92549973	3.27448300
-9.92449973	3.36798700
-9.92349973	3.46149100
-9.92249973	3.64880700
-9.92149973	3.74231100
-9.92049973	3.83581400
-9.91949973	3.92931800
-9.91849973	3.92931800
-9.91749973	4.02313000
-9.91649973	4.02313000
-9.91549973	3.92931800
-9.91449973	3.92931800
-9.91349973	3.92931800
-9.91249973	3.83581400
-9.91149973	3.74231100
-9.91049973	3.64880700
-9.90949973	3.55530300
-9.90849973	3.36798700
-9.90749973	3.18097900
-9.90649973	2.99397100
-9.90549973	2.80665600
-9.90449973	2.61964800
-9.90349973	2.43233300
-9.90249973	2.15182100
-9.90149973	1.96450500
-9.90049973	1.59049000
-9.89949973	1.30967000
-9.89849973	1.02915800
-9.89749973	0.74833910
-9.89649973	0.46751970
-9.89549973	0.18700790
-9.89449973	-0.18700790
-9.89349973	-0.46751970
-9.89249973	-0.74833910
-9.89149973	-1.12266200
-9.89049973	-1.30967000
-9.88949973	-1.59049000
-9.88849973	-1.96450500
-9.88749973	-2.15182100
-9.88649973	-2.43233300
-9.88549973	-2.71315200
-9.88449973	-2.90016000
-9.88349973	-3.18097900
-9.88249973	-3.36798700
-9.88149973	-3.55530300
-9.88049973	-3.74231100
-9.87949973	-3.83581400
-9.87849973	-3.92931800
-9.87749973	-4.02313000
-9.87649973	-4.11663400
-9.87549973	-4.11663400
-9.87449973	-4.11663400
-9.87349973	-4.11663400
-9.87249973	-4.02313000
-9.87149973	-3.92931800
-9.87049973	-3.83581400
-9.86949973	-3.55530300
-9.86849973	-3.46149100
-9.86749973	-3.36798700
-9.86649973	-3.27448300
-9.86549973	-3.18097900
-9.86449973	-3.08747500
-9.86349973	-2.90016000
-9.86249973	-2.71315200
-9.86149973	-2.52614400
-9.86049973	-2.43233300
-9.85949973	-2.15182100
-9.85849973	-1.87100100
-9.85749973	-1.59049000
-9.85649973	-1.30967000
-9.85549973	-1.02915800
-9.85449973	-0.65483520
-9.85349973	-0.37401570
-9.85249973	-0.09350394
-9.85149973	0.18700790
-9.85049973	0.56133120
-9.84949973	0.93534700
-9.84849973	1.12266200
-9.84749973	1.49698600
-9.84649973	1.77749800
-9.84549973	2.05831700
-9.84449973	2.33882900
-9.84349973	2.52614400
-9.84249973	2.90016000
-9.84149973	3.08747500
-9.84049973	3.27448300
-9.83949973	3.55530300
-9.83849973	3.74231100
-9.83749973	3.83581400
-9.83649973	4.02313000
-9.83549973	4.02313000
-9.83449973	4.21013800
-9.83349973	4.21013800
-9.83249973	4.21013800
-9.83149973	4.21013800
-9.83049973	4.21013800
-9.82949973	4.21013800
-9.82849973	4.11663400
-9.82749973	3.92931800
-9.82649973	3.83581400
-9.82549973	3.74231100
-9.82449973	3.55530300
-9.82349973	3.27448300
-9.82249973	3.08747500
-9.82149973	2.90016000
-9.82049973	2.52614400
-9.81949973	2.24532500
-9.81849973	1.96450500
-9.81749973	1.68399400
-9.81649973	1.30967000
-9.81549973	1.02915800
-9.81449973	0.65483520
-9.81349973	0.28051180
-9.81249973	-0.09350394
-9.81149973	-0.37401570
-9.81049973	-0.74833910
-9.80949973	-1.12266200
-9.80849973	-1.40317400
-9.80749973	-1.68399400
-9.80649973	-2.05831700
-9.80549973	-2.33882900
